date,receiver_bank,blood_group,component_type,closing_inventory,safety_stock,deficit_units,transfer_received,inventory_after_transfer,remaining_deficit,transfer_status,donor_bank,recommended_transfer_units,donor_wastage_risk,receiver_risk_score,recommended_action
2024-12-29,BB006,A-,Platelets,0,1.101166888340868,2,0,0.0,1.101166888340868,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-10-21,BB006,AB+,PRBC,0,8.022992593064904,9,9,9.0,0.0,Resolved,BB007,9,0.7788660597202067,0.2758065036598611,Transfer recommended
2024-10-22,BB006,AB+,PRBC,0,8.49292472833716,9,9,9.0,0.0,Resolved,BB007,9,0.7986678002545271,0.7111514965892134,Transfer recommended
2024-10-23,BB006,AB+,PRBC,0,8.034229980632139,9,9,9.0,0.0,Resolved,BB011,9,0.7844783367947278,0.7106166077834579,Transfer recommended
2024-10-24,BB006,AB+,PRBC,0,8.29342505193842,9,9,9.0,0.0,Resolved,BB007,9,0.7960657398872636,0.7113828010447358,Transfer recommended
2024-10-25,BB006,AB+,PRBC,4,8.4860333645525,5,5,9.0,0.0,Resolved,BB007,5,0.7837355556745487,0.7066517935139114,Transfer recommended
2024-10-26,BB006,AB+,PRBC,4,8.06097115831385,5,5,9.0,0.0,Resolved,BB007,5,0.7572146072418636,0.6919040493216669,Transfer recommended
2024-10-27,BB006,AB+,PRBC,7,8.165935864441153,2,2,9.0,0.0,Resolved,BB008,2,0.785254360747414,0.6098953637583225,Transfer recommended
2024-11-06,BB006,AB+,PRBC,0,8.219810924060244,9,9,9.0,0.0,Resolved,BB008,9,0.7430375147612843,0.6453899895043881,Transfer recommended
2024-11-07,BB006,AB+,PRBC,2,7.857138968912633,6,6,8.0,0.0,Resolved,BB008,6,0.753968950209494,0.7046764210812879,Transfer recommended
2024-11-08,BB006,AB+,PRBC,4,7.840581163867923,4,4,8.0,0.0,Resolved,BB008,4,0.7737656987372006,0.6892108249553913,Transfer recommended
2024-11-09,BB006,AB+,PRBC,3,7.767097354531524,5,5,8.0,0.0,Resolved,BB008,5,0.7717129666501548,0.6876200498300371,Transfer recommended
2024-11-10,BB006,AB+,PRBC,2,7.766990398928832,6,6,8.0,0.0,Resolved,BB008,6,0.7835090515512286,0.7003715076993076,Transfer recommended
2024-11-11,BB006,AB+,PRBC,1,7.740747851827206,7,7,8.0,0.0,Resolved,BB008,7,0.7340738641683776,0.7013397959276253,Transfer recommended
2024-11-12,BB006,AB+,PRBC,1,7.740747851827206,7,7,8.0,0.0,Resolved,BB008,7,0.7876249673503534,0.7059861320675591,Transfer recommended
2024-11-13,BB006,AB+,PRBC,0,7.725200369581348,8,8,8.0,0.0,Resolved,BB008,8,0.763850562452086,0.7039289790943042,Transfer recommended
2024-11-14,BB006,AB+,PRBC,4,7.725200369581348,4,4,8.0,0.0,Resolved,BB004,4,0.7706928640927455,0.7016361624189522,Transfer recommended
2024-12-25,BB006,AB+,PRBC,6,8.55910145819181,3,3,9.0,0.0,Resolved,BB008,3,0.6540861241502135,0.3153855122088458,Transfer recommended
2024-12-26,BB006,AB+,PRBC,1,8.557323488371601,8,8,9.0,0.0,Resolved,BB008,8,0.7027695022128566,0.7016981019430486,Transfer recommended
2024-10-02,BB006,AB+,Platelets,1,3.7648333478022638,3,3,4.0,0.0,Resolved,BB003,3,0.928517331180972,0.6452379030600244,Transfer recommended
2024-10-03,BB006,AB+,Platelets,2,3.7648333478022638,2,2,4.0,0.0,Resolved,BB004,2,0.9441921154500154,0.6596485223947087,Transfer recommended
2024-10-04,BB006,AB+,Platelets,2,3.6951850714119265,2,2,4.0,0.0,Resolved,BB004,2,0.9371364742255818,0.6409711025197574,Transfer recommended
2024-10-05,BB006,AB+,Platelets,0,3.4329681009108324,4,4,4.0,0.0,Resolved,BB004,4,0.9552955650582873,0.6583226328862893,Transfer recommended
2024-10-09,BB006,AB+,Platelets,2,3.090808706939818,2,2,4.0,0.0,Resolved,BB004,2,0.9391110821875048,0.5798325529498392,Transfer recommended
2024-10-10,BB006,AB+,Platelets,1,3.090808706939818,3,3,4.0,0.0,Resolved,BB009,3,0.9422117383782632,0.6455778680306392,Transfer recommended
2024-10-11,BB006,AB+,Platelets,0,3.453115978629545,4,4,4.0,0.0,Resolved,BB009,4,0.9442952768967371,0.6676306092971869,Transfer recommended
2024-10-12,BB006,AB+,Platelets,0,3.577841883857873,4,4,4.0,0.0,Resolved,BB005,4,0.9185729055527969,0.6784634175551796,Transfer recommended
2024-10-13,BB006,AB+,Platelets,0,3.5979897615765855,4,4,4.0,0.0,Resolved,BB007,4,0.9115313001680314,0.6844313651609341,Transfer recommended
2024-10-14,BB006,AB+,Platelets,0,3.706581385303415,4,4,4.0,0.0,Resolved,BB007,4,0.92527260610294,0.6845147853175996,Transfer recommended
2024-10-15,BB006,AB+,Platelets,1,3.473765185288229,3,3,4.0,0.0,Resolved,BB007,3,0.9261994370391993,0.6805365785574885,Transfer recommended
2024-10-16,BB006,AB+,Platelets,1,3.453010895155743,3,3,4.0,0.0,Resolved,BB007,3,0.9346303770785926,0.6628327986009253,Transfer recommended
2024-10-21,BB006,AB+,Platelets,2,3.2091281212921854,2,2,4.0,0.0,Resolved,BB002,2,0.9414289490107492,0.22019104378525142,Transfer recommended
2024-10-24,BB006,AB+,Platelets,1,4.0153797921982335,4,1,2.0,2.0153797921982335,Partially Resolved,BB001,1,0.9158337895540596,0.5020415828353504,Transfer plus external replenishment required
2024-12-14,BB006,AB+,Platelets,0,2.686613999728984,3,1,1.0,1.686613999728984,Partially Resolved,BB003,1,0.885369378859634,0.5979232243285052,Transfer plus external replenishment required
2024-12-21,BB006,AB+,Platelets,0,3.761339132691386,4,2,2.0,1.7613391326913859,Partially Resolved,BB007,2,0.9149246388968038,0.3532356874431104,Transfer plus external replenishment required
2024-12-22,BB006,AB+,Platelets,0,4.250711521387164,5,5,5.0,0.0,Resolved,BB003,5,0.9179318673072302,0.6847397460689473,Transfer recommended
2024-12-23,BB006,AB+,Platelets,0,4.179951673825621,5,5,5.0,0.0,Resolved,BB003,5,0.9087488534303407,0.6857350934164042,Transfer recommended
2024-12-25,BB006,AB+,Platelets,2,3.586558412722453,2,2,4.0,0.0,Resolved,BB003,2,0.8900050075220983,0.623480757059863,Transfer recommended
2024-12-26,BB006,AB+,Platelets,0,3.586558412722453,4,4,4.0,0.0,Resolved,BB003,4,0.8884800694699171,0.6658380504428554,Transfer recommended
2024-12-27,BB006,AB+,Platelets,0,3.67175417135865,4,3,3.0,0.6717541713586499,Resolved,BB005,3,0.9007530499550884,0.6843542640494833,Transfer recommended
2024-12-28,BB006,AB+,Platelets,0,3.721359653504077,4,4,4.0,0.0,Resolved,BB003,4,0.8665134147103255,0.6836949809095296,Transfer recommended
2024-12-29,BB006,AB+,Platelets,0,3.6860025169529,4,4,4.0,0.0,Resolved,BB010,4,0.9196275112746637,0.6746692498158768,Transfer recommended
2024-12-30,BB006,AB+,Platelets,0,3.6860025169529,4,4,4.0,0.0,Resolved,BB010,4,0.906583208908728,0.6724455410369481,Transfer recommended
2024-10-09,BB006,B+,Platelets,10,12.67735699892789,3,3,13.0,0.0,Resolved,BB001,3,0.9361738949948364,0.4005295835272966,Transfer recommended
2024-10-10,BB006,B+,Platelets,7,11.306372726452686,5,4,11.0,0.3063727264526861,Resolved,BB011,4,0.9343840261998414,0.6282859802458503,Transfer recommended
2024-12-03,BB006,B+,Platelets,9,10.48378198821757,2,2,11.0,0.0,Resolved,BB011,2,0.9210536291310656,0.4057008048134019,Transfer recommended
2024-12-08,BB006,B+,Platelets,9,11.348691977278676,3,3,12.0,0.0,Resolved,BB009,3,0.9410062863179337,0.3371540388891612,Transfer recommended
2024-12-09,BB006,B+,Platelets,7,11.568412868552407,5,5,12.0,0.0,Resolved,BB002,5,0.9457203073898832,0.6791376280420898,Transfer recommended
2024-12-10,BB006,B+,Platelets,6,11.352289318565022,6,6,12.0,0.0,Resolved,BB008,6,0.9221160557502979,0.7267078211291782,Transfer recommended
2024-12-11,BB006,B+,Platelets,7,11.331037067415092,5,5,12.0,0.0,Resolved,BB005,5,0.9454607307478645,0.6929884404288912,Transfer recommended
2024-12-12,BB006,B+,Platelets,3,11.224119828127751,9,9,12.0,0.0,Resolved,BB005,9,0.9468206997813519,0.7246479642175543,Transfer recommended
2024-12-13,BB006,B+,Platelets,4,11.07265596277818,8,8,12.0,0.0,Resolved,BB005,8,0.95185518434924,0.7387192132815459,Transfer recommended
2024-12-14,BB006,B+,Platelets,0,10.626569151652838,11,11,11.0,0.0,Resolved,BB007,11,0.9427662170881099,0.7226905855042514,Transfer recommended
2024-10-06,BB006,B-,Platelets,0,1.0564428734021165,2,2,2.0,0.0,Resolved,BB007,2,0.9238892779808036,0.6534708538140488,Transfer recommended
2024-10-07,BB006,B-,Platelets,0,1.0564428734021165,2,2,2.0,0.0,Resolved,BB007,2,0.9273894863858038,0.6553301460735644,Transfer recommended
2024-10-09,BB006,B-,Platelets,0,1.0252153086925149,2,2,2.0,0.0,Resolved,BB002,2,0.5637926429415039,0.590421574158826,Transfer recommended
2024-10-10,BB006,B-,Platelets,0,1.1285486394374566,2,2,2.0,0.0,Resolved,BB002,2,0.9039119282262047,0.652784911225214,Transfer recommended
2024-10-11,BB006,B-,Platelets,0,1.1285486394374566,2,2,2.0,0.0,Resolved,BB002,2,0.9209084265742408,0.652784911225214,Transfer recommended
2024-10-12,BB006,B-,Platelets,0,1.1084007617187446,2,0,0.0,1.1084007617187446,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-10-13,BB006,B-,Platelets,0,1.0973210747278554,2,0,0.0,1.0973210747278554,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-10-14,BB006,B-,Platelets,0,1.000470768977953,2,0,0.0,1.000470768977953,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-10-15,BB006,B-,Platelets,0,1.000470768977953,2,0,0.0,1.000470768977953,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-10-16,BB006,B-,Platelets,0,1.000470768977953,2,0,0.0,1.000470768977953,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-10-17,BB006,B-,Platelets,0,1.000470768977953,2,0,0.0,1.000470768977953,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-10-18,BB006,B-,Platelets,0,1.000470768977953,2,2,2.0,0.0,Resolved,BB009,2,0.8572232975833469,0.6494589292343211,Transfer recommended
2024-12-20,BB006,B-,Platelets,0,1.0402840885263474,2,2,2.0,0.0,Resolved,BB001,2,0.9062371779473287,0.6217352018903946,Transfer recommended
2024-12-21,BB006,B-,Platelets,0,1.0155395488117855,2,2,2.0,0.0,Resolved,BB001,2,0.9429429996398252,0.6490258566035837,Transfer recommended
2024-12-22,BB006,B-,Platelets,0,1.0402840885263474,2,0,0.0,1.0402840885263474,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-12-23,BB006,B-,Platelets,0,1.0978613922489802,2,2,2.0,0.0,Resolved,BB005,2,0.9220683977534143,0.6430983307993825,Transfer recommended
2024-12-24,BB006,B-,Platelets,0,1.0978613922489802,2,2,2.0,0.0,Resolved,BB005,2,0.9280713329886938,0.6491563238245339,Transfer recommended
2024-12-25,BB006,B-,Platelets,0,1.1947116979988825,2,2,2.0,0.0,Resolved,BB007,2,0.8887433045611203,0.6491563238245339,Transfer recommended
2024-11-16,BB006,O+,Platelets,12,16.741907027778332,5,5,17.0,0.0,Resolved,BB011,5,0.9289034359466568,0.2801780742166885,Transfer recommended
2024-11-27,BB006,O+,Platelets,7,15.749447751442766,9,9,16.0,0.0,Resolved,BB002,9,0.9601368543515819,0.6689775807257139,Transfer recommended
2024-11-28,BB006,O+,Platelets,0,15.903185396439598,16,16,16.0,0.0,Resolved,BB002,16,0.9475286015003598,0.7464366482439639,Transfer recommended
2024-11-29,BB006,O+,Platelets,0,16.967066775610732,17,17,17.0,0.0,Resolved,BB002,17,0.9426948079692862,0.7922485230208571,Transfer recommended
2024-11-30,BB006,O+,Platelets,0,17.590300580829147,18,18,18.0,0.0,Resolved,BB002,18,0.9397594413719264,0.8111065635452879,Transfer recommended
2024-12-01,BB006,O+,Platelets,2,18.09164873210322,17,17,19.0,0.0,Resolved,BB002,17,0.939103518377453,0.8048925086737786,Transfer recommended
2024-12-02,BB006,O+,Platelets,2,19.57444880611132,18,18,20.0,0.0,Resolved,BB002,18,0.9387861341101745,0.8263893892661989,Transfer recommended
2024-12-14,BB006,O+,Platelets,7,19.22612405465807,13,13,20.0,0.0,Resolved,BB007,13,0.9268901768158715,0.351028558694851,Transfer recommended
2024-12-15,BB006,O+,Platelets,17,25.16491963701526,9,9,26.0,0.0,Resolved,BB007,9,0.9426320055727195,0.7645431650476433,Transfer recommended
2024-12-16,BB006,O+,Platelets,9,22.833849802717825,14,14,23.0,0.0,Resolved,BB011,14,0.9484546036901156,0.7846462380130201,Transfer recommended
2024-12-17,BB006,O+,Platelets,7,22.116511843440104,16,16,23.0,0.0,Resolved,BB010,16,0.9478028441597627,0.8182866596583149,Transfer recommended
2024-12-18,BB006,O+,Platelets,13,22.777426883876995,10,10,23.0,0.0,Resolved,BB010,10,0.9414665418083141,0.8001819587703008,Transfer recommended
2024-12-19,BB006,O+,Platelets,16,21.925325512110263,6,6,22.0,0.0,Resolved,BB004,6,0.9434835891231679,0.7419027632839414,Transfer recommended
2024-10-26,BB006,O-,Platelets,0,1.6498860408014362,2,2,2.0,0.0,Resolved,BB005,2,0.9106972802307873,0.6416410607841528,Transfer recommended
2024-10-27,BB006,O-,Platelets,0,1.8068971399901763,2,2,2.0,0.0,Resolved,BB007,2,0.9212314920135639,0.6694173713868456,Transfer recommended
2024-10-28,BB006,O-,Platelets,0,1.637672154235852,2,2,2.0,0.0,Resolved,BB007,2,0.9273170805647492,0.6682693715767595,Transfer recommended
2024-10-29,BB006,O-,Platelets,0,1.637672154235852,2,2,2.0,0.0,Resolved,BB007,2,0.8847499768283971,0.6682693715767595,Transfer recommended
2024-10-30,BB006,O-,Platelets,0,1.6527124863794929,2,2,2.0,0.0,Resolved,BB001,2,0.8941475573743629,0.6696894756287018,Transfer recommended
2024-10-31,BB006,O-,Platelets,0,1.5729898149718615,2,2,2.0,0.0,Resolved,BB001,2,0.8728331831197627,0.6688525358371362,Transfer recommended
2024-11-02,BB006,O-,Platelets,0,1.4841223752346824,2,2,2.0,0.0,Resolved,BB005,2,0.9262895315555034,0.6192394641585145,Transfer recommended
2024-11-08,BB006,O-,Platelets,0,1.7443858241886117,2,2,2.0,0.0,Resolved,BB005,2,0.922724872854611,0.6122000799470859,Transfer recommended
2024-11-09,BB006,O-,Platelets,0,1.6944421186297904,2,2,2.0,0.0,Resolved,BB005,2,0.9212000834102517,0.6608613040590741,Transfer recommended
2024-12-05,BB006,O-,Platelets,0,1.5763222707544071,2,2,2.0,0.0,Resolved,BB009,2,0.8844212642871077,0.6275967639889737,Transfer recommended
2024-12-06,BB006,O-,Platelets,0,1.7371528188382435,2,2,2.0,0.0,Resolved,BB011,2,0.8800294321141567,0.6709666114000692,Transfer recommended
2024-12-13,BB006,O-,Platelets,1,2.456921483957143,2,2,3.0,0.0,Resolved,BB005,2,0.6684910203422435,0.5841020939063064,Transfer recommended
2024-12-14,BB006,O-,Platelets,0,2.49552787273233,3,3,3.0,0.0,Resolved,BB005,3,0.9022912339312062,0.6420269699007881,Transfer recommended
2024-12-15,BB006,O-,Platelets,1,2.474666243864993,2,2,3.0,0.0,Resolved,BB005,2,0.9261279511830528,0.6750412136958199,Transfer recommended
2024-12-16,BB006,O-,Platelets,1,2.447786030984375,2,2,3.0,0.0,Resolved,BB005,2,0.9296626783816162,0.6654076091495553,Transfer recommended
2024-12-17,BB006,O-,Platelets,1,2.292333889986416,2,2,3.0,0.0,Resolved,BB005,2,0.9275173632949254,0.6652318175079175,Transfer recommended
2024-12-18,BB006,O-,Platelets,1,2.292333889986416,2,0,1.0,1.2923338899864159,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-12-19,BB006,O-,Platelets,1,2.2138375701237387,2,2,3.0,0.0,Resolved,BB004,2,0.8331416696776102,0.66251241706986,Transfer recommended
2024-12-20,BB006,O-,Platelets,1,2.2138375701237387,2,2,3.0,0.0,Resolved,BB004,2,0.9004650749611542,0.6619723262469388,Transfer recommended
2024-12-21,BB006,O-,Platelets,0,2.2696337270229567,3,3,3.0,0.0,Resolved,BB004,3,0.9361088110427472,0.6554754428932195,Transfer recommended
2024-12-22,BB006,O-,Platelets,1,2.3585011667601363,2,0,1.0,1.3585011667601363,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-12-23,BB006,O-,Platelets,1,2.4140061810300266,2,0,1.0,1.4140061810300266,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-12-24,BB006,O-,Platelets,0,2.4140061810300266,3,0,0.0,2.4140061810300266,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-12-25,BB006,O-,Platelets,1,2.5534229428029223,2,2,3.0,0.0,Resolved,BB003,2,0.7496333734948715,0.6789614885744666,Transfer recommended
2024-12-28,BB006,O-,Platelets,1,2.651594479436578,2,0,1.0,1.6515944794365778,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-12-29,BB006,O-,Platelets,1,2.71567805703157,2,0,1.0,1.7156780570315702,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-10-07,BB007,A+,Platelets,7,9.522041423572585,3,3,10.0,0.0,Resolved,BB003,3,0.9563411141035156,0.600312014306311,Transfer recommended
2024-10-08,BB007,A+,Platelets,6,9.400005096036077,4,4,10.0,0.0,Resolved,BB010,4,0.9442132209621743,0.6334092401505782,Transfer recommended
2024-10-09,BB007,A+,Platelets,6,8.947086149691486,3,3,9.0,0.0,Resolved,BB003,3,0.938436602701154,0.6301943624688394,Transfer recommended
2024-10-10,BB007,A+,Platelets,3,8.978321169288284,6,6,9.0,0.0,Resolved,BB003,6,0.9436517639803084,0.684106297871405,Transfer recommended
2024-10-11,BB007,A+,Platelets,2,8.776623445070397,7,7,9.0,0.0,Resolved,BB003,7,0.9285581914941533,0.7061675002363923,Transfer recommended
2024-10-12,BB007,A+,Platelets,0,8.613875939535044,9,9,9.0,0.0,Resolved,BB004,9,0.923763429999675,0.7071259137591124,Transfer recommended
2024-10-26,BB007,A+,Platelets,4,10.381227794878454,7,7,11.0,0.0,Resolved,BB003,7,0.7521110236194984,0.6566092158982999,Transfer recommended
2024-10-27,BB007,A+,Platelets,0,10.831617419080994,11,5,5.0,5.8316174190809935,Partially Resolved,BB010,5,0.7376934458397292,0.7071215391441201,Transfer plus external replenishment required
2024-10-28,BB007,A+,Platelets,2,11.000700767122856,10,5,7.0,4.000700767122856,Partially Resolved,BB012,5,0.8754569796639275,0.7270322360595805,Transfer plus external replenishment required
2024-10-31,BB007,A+,Platelets,2,10.738648742571582,9,1,3.0,7.738648742571582,Partially Resolved,BB001,1,0.8464834934079448,0.6354210714800004,Transfer plus external replenishment required
2024-11-01,BB007,A+,Platelets,0,10.556590091115897,11,11,11.0,0.0,Resolved,BB005,11,0.7524119285203423,0.7166170484048124,Transfer recommended
2024-11-02,BB007,A+,Platelets,0,10.2917552004683,11,7,7.0,3.2917552004683,Partially Resolved,BB001,7,0.8725361437224071,0.7220121632672885,Transfer plus external replenishment required
2024-11-03,BB007,A+,Platelets,0,10.626536835855976,11,11,11.0,0.0,Resolved,BB005,11,0.8976424004268136,0.7298558384010088,Transfer recommended
2024-11-04,BB007,A+,Platelets,0,10.516192707896383,11,11,11.0,0.0,Resolved,BB005,11,0.9257813841707113,0.7271464939381118,Transfer recommended
2024-11-05,BB007,A+,Platelets,0,10.440116911162448,11,11,11.0,0.0,Resolved,BB004,11,0.9400519177442036,0.7221603416368751,Transfer recommended
2024-11-10,BB007,A+,Platelets,8,10.091198248281643,3,3,11.0,0.0,Resolved,BB005,3,0.8435175117410961,0.31039367461239425,Transfer recommended
2024-11-11,BB007,A+,Platelets,7,10.169944451194025,4,4,11.0,0.0,Resolved,BB005,4,0.8922853634700162,0.5481579123279355,Transfer recommended
2024-11-12,BB007,A+,Platelets,6,9.740115774605886,4,4,10.0,0.0,Resolved,BB004,4,0.7902316113593392,0.5967138462017941,Transfer recommended
2024-11-16,BB007,A+,Platelets,8,9.470407580746132,2,2,10.0,0.0,Resolved,BB005,2,0.9300138956024467,0.5349234656191157,Transfer recommended
2024-11-21,BB007,A+,Platelets,6,9.948614034319917,4,4,10.0,0.0,Resolved,BB004,4,0.8828617739157776,0.5711264083716191,Transfer recommended
2024-11-22,BB007,A+,Platelets,5,9.521033699339348,5,5,10.0,0.0,Resolved,BB005,5,0.9180077372194927,0.67528204198804,Transfer recommended
2024-12-07,BB007,A+,Platelets,5,9.058514524531287,5,5,10.0,0.0,Resolved,BB003,5,0.9465723347582919,0.6406458740692448,Transfer recommended
2024-12-08,BB007,A+,Platelets,8,10.2769722670979,3,3,11.0,0.0,Resolved,BB001,3,0.9006939241123075,0.6553240696342867,Transfer recommended
2024-10-02,BB007,A-,Platelets,0,1.0953666075804747,2,2,2.0,0.0,Resolved,BB006,2,0.812644926308219,0.2756392514119833,Transfer recommended
2024-10-03,BB007,A-,Platelets,0,1.110120950427497,2,2,2.0,0.0,Resolved,BB006,2,0.9341563234836273,0.6516014589627781,Transfer recommended
2024-10-04,BB007,A-,Platelets,0,1.1665466339990938,2,0,0.0,1.1665466339990938,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-10-05,BB007,A-,Platelets,0,1.0944408679637532,2,0,0.0,1.0944408679637532,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-10-08,BB007,A-,Platelets,0,1.1251624354205831,2,2,2.0,0.0,Resolved,BB004,2,0.8712001526024672,0.42266234018115745,Transfer recommended
2024-10-09,BB007,A-,Platelets,0,1.0953666075804747,2,2,2.0,0.0,Resolved,BB003,2,0.9286605325204025,0.6508070660828619,Transfer recommended
2024-10-18,BB007,AB+,Platelets,1,2.8534992384108935,2,2,3.0,0.0,Resolved,BB001,2,0.9371800411370624,0.2807313615443807,Transfer recommended
2024-10-19,BB007,AB+,Platelets,1,2.7325948370034308,2,2,3.0,0.0,Resolved,BB001,2,0.9007384782991206,0.65638325415097,Transfer recommended
2024-11-21,BB007,AB+,Platelets,0,2.4896848149761395,3,3,3.0,0.0,Resolved,BB005,3,0.9176370024606572,0.6069425497729982,Transfer recommended
2024-11-22,BB007,AB+,Platelets,1,2.81922341699904,2,2,3.0,0.0,Resolved,BB005,2,0.9291346074627764,0.6815965542362128,Transfer recommended
2024-11-23,BB007,AB+,Platelets,0,2.5421001002391517,3,3,3.0,0.0,Resolved,BB005,3,0.9212897425465407,0.6684961386244677,Transfer recommended
2024-11-30,BB007,AB-,PRBC,0,1.0001808058016113,2,2,2.0,0.0,Resolved,BB006,2,0.6833618757234237,0.6493881550088625,Transfer recommended
2024-12-01,BB007,AB-,PRBC,0,1.0616666951869627,2,2,2.0,0.0,Resolved,BB005,2,0.6993496156926444,0.6549264245339447,Transfer recommended
2024-12-18,BB007,AB-,PRBC,0,1.024538023762271,2,0,0.0,1.024538023762271,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-12-19,BB007,AB-,PRBC,0,1.117638799611126,2,0,0.0,1.117638799611126,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-12-27,BB007,AB-,PRBC,0,1.0012197616127996,2,2,2.0,0.0,Resolved,BB002,2,0.6585313729440347,0.4703299546540718,Transfer recommended
2024-10-01,BB007,B+,Platelets,0,11.075054367860421,12,12,12.0,0.0,Resolved,BB009,12,0.9458832384408931,0.7326859177735368,Transfer recommended
2024-10-02,BB007,B+,Platelets,0,12.092352452379231,13,13,13.0,0.0,Resolved,BB001,13,0.9362195216560731,0.7433475945635744,Transfer recommended
2024-10-03,BB007,B+,Platelets,0,11.795450049372224,12,12,12.0,0.0,Resolved,BB010,12,0.94296665415838,0.7421599819000895,Transfer recommended
2024-10-04,BB007,B+,Platelets,0,11.796612452403519,12,12,12.0,0.0,Resolved,BB001,12,0.9312888794867615,0.7407216873986191,Transfer recommended
2024-10-07,BB007,B+,Platelets,10,11.994292781045306,2,2,12.0,0.0,Resolved,BB001,2,0.9307830088804364,0.6125562604460528,Transfer recommended
2024-10-10,BB007,B+,Platelets,7,11.63657339364453,5,5,12.0,0.0,Resolved,BB008,5,0.9267367107646476,0.612252652465591,Transfer recommended
2024-10-14,BB007,B+,Platelets,9,12.6962549665593,4,4,13.0,0.0,Resolved,BB010,4,0.9445243385565266,0.5880601903494025,Transfer recommended
2024-10-15,BB007,B+,Platelets,5,13.193524266929597,9,9,14.0,0.0,Resolved,BB011,9,0.9358625875462029,0.712154780260585,Transfer recommended
2024-10-16,BB007,B+,Platelets,3,12.047045571891143,10,10,13.0,0.0,Resolved,BB003,10,0.9329923787731074,0.7204834906284163,Transfer recommended
2024-10-20,BB007,B+,Platelets,9,10.886704414761992,2,2,11.0,0.0,Resolved,BB006,2,0.9347532422747923,0.5521779773117638,Transfer recommended
2024-11-06,BB007,B+,Platelets,6,10.786085031752913,5,5,11.0,0.0,Resolved,BB004,5,0.9145790604678169,0.5916994167038911,Transfer recommended
2024-11-07,BB007,B+,Platelets,7,10.621596281841127,4,4,11.0,0.0,Resolved,BB008,4,0.8689095833761432,0.6300214031300648,Transfer recommended
2024-11-08,BB007,B+,Platelets,7,10.460705524921854,4,4,11.0,0.0,Resolved,BB011,4,0.8444937577078909,0.6056646401778357,Transfer recommended
2024-11-13,BB007,B+,Platelets,6,8.665383641341633,3,3,9.0,0.0,Resolved,BB006,3,0.940825881228182,0.3131071197918486,Transfer recommended
2024-11-15,BB007,B+,Platelets,7,8.864979751811797,2,2,9.0,0.0,Resolved,BB006,2,0.9371937775340556,0.5167577166358153,Transfer recommended
2024-11-16,BB007,B+,Platelets,0,8.793731895756219,9,5,5.0,3.7937318957562187,Partially Resolved,BB011,5,0.9025246999656412,0.6515614509851502,Transfer plus external replenishment required
2024-11-17,BB007,B+,Platelets,0,10.117147083385163,11,11,11.0,0.0,Resolved,BB005,11,0.7222880952895916,0.7327532999722397,Transfer recommended
2024-11-18,BB007,B+,Platelets,2,10.271744307368644,9,9,11.0,0.0,Resolved,BB003,9,0.9061920286363151,0.7382755481120669,Transfer recommended
2024-11-19,BB007,B+,Platelets,9,10.495266986884454,2,2,11.0,0.0,Resolved,BB003,2,0.9407933143873202,0.6438400454263304,Transfer recommended
2024-11-20,BB007,B+,Platelets,0,10.678122846549979,11,10,10.0,0.6781228465499787,Resolved,BB003,10,0.9276848455644675,0.6647107921976401,Transfer recommended
2024-11-23,BB007,B+,Platelets,5,10.622696902929167,6,6,11.0,0.0,Resolved,BB005,6,0.9235901114559838,0.5062071861713359,Transfer recommended
2024-11-24,BB007,B+,Platelets,3,11.074015813902415,9,9,12.0,0.0,Resolved,BB005,9,0.9337957080598593,0.7056002646595381,Transfer recommended
2024-11-25,BB007,B+,Platelets,4,10.988495005921338,7,7,11.0,0.0,Resolved,BB005,7,0.9123320203238388,0.7273704429032721,Transfer recommended
2024-12-05,BB007,B-,Platelets,0,1.117638799611126,2,2,2.0,0.0,Resolved,BB005,2,0.9161989728801594,0.6023263278150861,Transfer recommended
2024-12-06,BB007,B-,Platelets,0,1.1565625337894843,2,1,1.0,0.15656253378948426,Resolved,BB005,1,0.9168496227917963,0.6480750220942944,Transfer recommended
2024-12-07,BB007,B-,Platelets,0,1.1798127653296087,2,2,2.0,0.0,Resolved,BB005,2,0.878610768799291,0.647175657420638,Transfer recommended
2024-12-08,BB007,B-,Platelets,0,1.2388843772266789,2,0,0.0,1.2388843772266789,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-12-09,BB007,B-,Platelets,0,1.1999606430483207,2,0,0.0,1.1999606430483207,Network Uncovered,,0,0.0,0.0,External replenishment required
